Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;xy1_x;xy2_x;y3_x;xy4_x;Position X;Position Y;Cluster
436;District 2 Beta;Play;Deluxe;1098D;"3312, -2416";"3296, -2432";"3296, -2400";"3328, -2400";"3328, -2432";3312.0000;-2416.0000;45
437;District 2 Beta;Play;Deluxe;1099D;"3280, -2448";"3264, -2464";"3264, -2432";"3296, -2432";"3296, -2464";3280.0000;-2448.0000;45
438;District 2 Beta;Play;Deluxe;1100D;"3280, -2416";"3264, -2432";"3264, -2400";"3296, -2400";"3296, -2432";3280.0000;-2416.0000;45
439;District 2 Beta;Play;Deluxe;1101D;"4016, -3648";"4000, -3664";"4000, -3632";"4032, -3632";"4032, -3664";4016.0000;-3648.0000;46
440;District 2 Beta;Play;Deluxe;1102D;"4016, -3616";"4000, -3632";"4000, -3600";"4032, -3600";"4032, -3632";4016.0000;-3616.0000;46
441;District 2 Beta;Play;Deluxe;1103D;"3984, -3648";"3968, -3664";"3968, -3632";"4000, -3632";"4000, -3664";3984.0000;-3648.0000;46
442;District 2 Beta;Play;Deluxe;1104D;"3984, -3616";"3968, -3632";"3968, -3600";"4000, -3600";"4000, -3632";3984.0000;-3616.0000;46
443;District 2 Beta;Play;Deluxe;1105D;"4784, -4838";"4800, -4854";"4800, -4822";"4768, -4822";"4768, -4854";4784.0000;-4838.0000;47
444;District 2 Beta;Play;Deluxe;1106D;"4784, -4806";"4800, -4822";"4800, -4790";"4768, -4790";"4768, -4822";4784.0000;-4806.0000;47
445;District 2 Beta;Play;Deluxe;1107D;"4816, -4838";"4832, -4854";"4832, -4822";"4800, -4822";"4800, -4854";4816.0000;-4838.0000;47
446;District 2 Beta;Play;Deluxe;1108D;"4816, -4806";"4832, -4822";"4832, -4790";"4800, -4790";"4800, -4822";4816.0000;-4806.0000;47
447;District 2 Beta;Play;Deluxe;1109D;"4784, -5082";"4800, -5066";"4800, -5098";"4768, -5098";"4768, -5066";4784.0000;-5082.0000;48
448;District 2 Beta;Play;Deluxe;1110D;"4784, -5114";"4800, -5098";"4800, -5130";"4768, -5130";"4768, -5098";4784.0000;-5114.0000;48
449;District 2 Beta;Play;Deluxe;1111D;"4816, -5082";"4832, -5066";"4832, -5098";"4800, -5098";"4800, -5066";4816.0000;-5082.0000;48
450;District 2 Beta;Play;Deluxe;1112D;"4816, -5114";"4832, -5098";"4832, -5130";"4800, -5130";"4800, -5098";4816.0000;-5114.0000;48
451;District 2 Beta;Play;Deluxe;1113D;"1744, -4944";"1760, -4928";"1760, -4960";"1728, -4960";"1728, -4928";1744.0000;-4944.0000;49
452;District 2 Beta;Play;Deluxe;1114D;"1744, -4976";"1760, -4960";"1760, -4992";"1728, -4992";"1728, -4960";1744.0000;-4976.0000;49
453;District 2 Beta;Play;Deluxe;1115D;"1776, -4944";"1792, -4928";"1792, -4960";"1760, -4960";"1760, -4928";1776.0000;-4944.0000;49
454;District 2 Beta;Play;Deluxe;1116D;"1776, -4976";"1792, -4960";"1792, -4992";"1760, -4992";"1760, -4960";1776.0000;-4976.0000;49
455;District 2 Beta;Play;Deluxe;1117D;"4016, -4944";"4000, -4928";"4000, -4960";"4032, -4960";"4032, -4928";4016.0000;-4944.0000;50
456;District 2 Beta;Play;Deluxe;1118D;"4016, -4976";"4000, -4960";"4000, -4992";"4032, -4992";"4032, -4960";4016.0000;-4976.0000;50
457;District 2 Beta;Play;Deluxe;1119D;"3984, -4944";"3968, -4928";"3968, -4960";"4000, -4960";"4000, -4928";3984.0000;-4944.0000;50
458;District 2 Beta;Play;Deluxe;1120D;"3984, -4976";"3968, -4960";"3968, -4992";"4000, -4992";"4000, -4960";3984.0000;-4976.0000;50
459;District 2 Beta;Play;Deluxe;1121D;"4592, -3184";"4576, -3200";"4576, -3168";"4608, -3168";"4608, -3200";4592.0000;-3184.0000;51
460;District 2 Beta;Play;Deluxe;1122D;"4592, -3152";"4576, -3168";"4576, -3136";"4608, -3136";"4608, -3168";4592.0000;-3152.0000;51
461;District 2 Beta;Play;Deluxe;1123D;"4560, -3184";"4544, -3200";"4544, -3168";"4576, -3168";"4576, -3200";4560.0000;-3184.0000;51
462;District 2 Beta;Play;Deluxe;1124D;"4560, -3152";"4544, -3168";"4544, -3136";"4576, -3136";"4576, -3168";4560.0000;-3152.0000;51
463;District 2 Beta;Play;Deluxe;1125D;"5120, -4480";"5104, -4496";"5104, -4464";"5136, -4464";"5136, -4496";5120.0000;-4480.0000;52
464;District 2 Beta;Play;Deluxe;1126D;"5120, -4448";"5104, -4464";"5104, -4432";"5136, -4432";"5136, -4464";5120.0000;-4448.0000;52
465;District 2 Beta;Play;Deluxe;1127D;"5088, -4480";"5072, -4496";"5072, -4464";"5104, -4464";"5104, -4496";5088.0000;-4480.0000;52
466;District 2 Beta;Play;Deluxe;1128D;"5088, -4448";"5072, -4464";"5072, -4432";"5104, -4432";"5104, -4464";5088.0000;-4448.0000;52
467;District 2 Beta;Play;Deluxe;1129D;"4416, -3312";"4400, -3328";"4400, -3296";"4432, -3296";"4432, -3328";4416.0000;-3312.0000;53
468;District 2 Beta;Play;Deluxe;1130D;"4416, -3280";"4400, -3296";"4400, -3264";"4432, -3264";"4432, -3296";4416.0000;-3280.0000;53
469;District 2 Beta;Play;Deluxe;1131D;"4384, -3312";"4368, -3328";"4368, -3296";"4400, -3296";"4400, -3328";4384.0000;-3312.0000;53
470;District 2 Beta;Play;Deluxe;1132D;"4384, -3280";"4368, -3296";"4368, -3264";"4400, -3264";"4400, -3296";4384.0000;-3280.0000;53
471;District 2 Beta;Play;Deluxe;1133D;"5296, -4384";"5280, -4400";"5280, -4368";"5312, -4368";"5312, -4400";5296.0000;-4384.0000;54
472;District 2 Beta;Play;Deluxe;1134D;"5296, -4352";"5280, -4368";"5280, -4336";"5312, -4336";"5312, -4368";5296.0000;-4352.0000;54
473;District 2 Beta;Play;Deluxe;1135D;"5264, -4384";"5248, -4400";"5248, -4368";"5280, -4368";"5280, -4400";5264.0000;-4384.0000;54
474;District 2 Beta;Play;Deluxe;1136D;"5264, -4352";"5248, -4368";"5248, -4336";"5280, -4336";"5280, -4368";5264.0000;-4352.0000;54
735;District 3 Pi;Idealism;Deluxe;1153D;"3184, 576";"3200, 560";"3200, 592";"3168, 592";"3168, 560";3184.0000;576.0000;59
736;District 3 Pi;Idealism;Deluxe;1169D;"3184, -576";"3200, -560";"3200, -592";"3168, -592";"3168, -560";3184.0000;-576.0000;63
737;District 3 Pi;Idealism;Deluxe;1154D;"3184, 608";"3200, 592";"3200, 624";"3168, 624";"3168, 592";3184.0000;608.0000;59
738;District 3 Pi;Idealism;Deluxe;1170D;"3184, -608";"3200, -592";"3200, -624";"3168, -624";"3168, -592";3184.0000;-608.0000;63
739;District 3 Pi;Idealism;Deluxe;1155D;"3216, 576";"3232, 560";"3232, 592";"3200, 592";"3200, 560";3216.0000;576.0000;59
740;District 3 Pi;Idealism;Deluxe;1171D;"3216, -576";"3232, -560";"3232, -592";"3200, -592";"3200, -560";3216.0000;-576.0000;63
741;District 3 Pi;Idealism;Deluxe;1156D;"3216, 608";"3232, 592";"3232, 624";"3200, 624";"3200, 592";3216.0000;608.0000;59
742;District 3 Pi;Idealism;Deluxe;1172D;"3216, -608";"3232, -592";"3232, -624";"3200, -624";"3200, -592";3216.0000;-608.0000;63
743;District 3 Pi;Idealism;Deluxe;1149D;"3360, 450";"3376, 434";"3376, 466";"3344, 466";"3344, 434";3360.0000;450.0000;58
744;District 3 Pi;Idealism;Deluxe;1165D;"3360, -450";"3376, -434";"3376, -466";"3344, -466";"3344, -434";3360.0000;-450.0000;62
745;District 3 Pi;Idealism;Deluxe;1150D;"3360, 482";"3376, 466";"3376, 498";"3344, 498";"3344, 466";3360.0000;482.0000;58
746;District 3 Pi;Idealism;Deluxe;1166D;"3360, -482";"3376, -466";"3376, -498";"3344, -498";"3344, -466";3360.0000;-482.0000;62
747;District 3 Pi;Idealism;Deluxe;1151D;"3392, 450";"3408, 434";"3408, 466";"3376, 466";"3376, 434";3392.0000;450.0000;58
748;District 3 Pi;Idealism;Deluxe;1167D;"3392, -450";"3408, -434";"3408, -466";"3376, -466";"3376, -434";3392.0000;-450.0000;62
749;District 3 Pi;Idealism;Deluxe;1152D;"3392, 482";"3408, 466";"3408, 498";"3376, 498";"3376, 466";3392.0000;482.0000;58
750;District 3 Pi;Idealism;Deluxe;1168D;"3392, -482";"3408, -466";"3408, -498";"3376, -498";"3376, -466";3392.0000;-482.0000;62
751;District 3 Pi;Idealism;Deluxe;1187D;"3664, 122";"3648, 106";"3648, 138";"3680, 138";"3680, 106";3664.0000;122.0000;67
752;District 3 Pi;Idealism;Deluxe;1191D;"3664, -122";"3648, -106";"3648, -138";"3680, -138";"3680, -106";3664.0000;-122.0000;68
753;District 3 Pi;Idealism;Deluxe;1188D;"3664, 154";"3648, 138";"3648, 170";"3680, 170";"3680, 138";3664.0000;154.0000;67
754;District 3 Pi;Idealism;Deluxe;1192D;"3664, -154";"3648, -138";"3648, -170";"3680, -170";"3680, -138";3664.0000;-154.0000;68
755;District 3 Pi;Idealism;Deluxe;1185D;"3696, 122";"3680, 106";"3680, 138";"3712, 138";"3712, 106";3696.0000;122.0000;67
756;District 3 Pi;Idealism;Deluxe;1189D;"3696, -122";"3680, -106";"3680, -138";"3712, -138";"3712, -106";3696.0000;-122.0000;68
757;District 3 Pi;Idealism;Deluxe;1186D;"3696, 154";"3680, 138";"3680, 170";"3712, 170";"3712, 138";3696.0000;154.0000;67
758;District 3 Pi;Idealism;Deluxe;1190D;"3696, -154";"3680, -138";"3680, -170";"3712, -170";"3712, -138";3696.0000;-154.0000;68
759;District 3 Pi;Idealism;Deluxe;1157D;"3888, 1776";"3904, 1760";"3904, 1792";"3872, 1792";"3872, 1760";3888.0000;1776.0000;60
760;District 3 Pi;Idealism;Deluxe;1237D;"3888, -1776";"3904, -1760";"3904, -1792";"3872, -1792";"3872, -1760";3888.0000;-1776.0000;80
761;District 3 Pi;Idealism;Deluxe;1158D;"3888, 1808";"3904, 1792";"3904, 1824";"3872, 1824";"3872, 1792";3888.0000;1808.0000;60
762;District 3 Pi;Idealism;Deluxe;1238D;"3888, -1808";"3904, -1792";"3904, -1824";"3872, -1824";"3872, -1792";3888.0000;-1808.0000;80
763;District 3 Pi;Idealism;Deluxe;1159D;"3920, 1776";"3936, 1760";"3936, 1792";"3904, 1792";"3904, 1760";3920.0000;1776.0000;60
764;District 3 Pi;Idealism;Deluxe;1239D;"3920, -1776";"3936, -1760";"3936, -1792";"3904, -1792";"3904, -1760";3920.0000;-1776.0000;80
765;District 3 Pi;Idealism;Deluxe;1160D;"3920, 1808";"3936, 1792";"3936, 1824";"3904, 1824";"3904, 1792";3920.0000;1808.0000;60
766;District 3 Pi;Idealism;Deluxe;1240D;"3920, -1808";"3936, -1792";"3936, -1824";"3904, -1824";"3904, -1792";3920.0000;-1808.0000;80
767;District 3 Pi;Idealism;Deluxe;1161D;"4064, 1648";"4080, 1632";"4080, 1664";"4048, 1664";"4048, 1632";4064.0000;1648.0000;61
768;District 3 Pi;Idealism;Deluxe;1173D;"4064, -1648";"4080, -1632";"4080, -1664";"4048, -1664";"4048, -1632";4064.0000;-1648.0000;64
769;District 3 Pi;Idealism;Deluxe;1162D;"4064, 1680";"4080, 1664";"4080, 1696";"4048, 1696";"4048, 1664";4064.0000;1680.0000;61
770;District 3 Pi;Idealism;Deluxe;1174D;"4064, -1680";"4080, -1664";"4080, -1696";"4048, -1696";"4048, -1664";4064.0000;-1680.0000;64
771;District 3 Pi;Idealism;Deluxe;1163D;"4096, 1648";"4112, 1632";"4112, 1664";"4080, 1664";"4080, 1632";4096.0000;1648.0000;61
772;District 3 Pi;Idealism;Deluxe;1175D;"4096, -1648";"4112, -1632";"4112, -1664";"4080, -1664";"4080, -1632";4096.0000;-1648.0000;64
773;District 3 Pi;Idealism;Deluxe;1164D;"4096, 1680";"4112, 1664";"4112, 1696";"4080, 1696";"4080, 1664";4096.0000;1680.0000;61
774;District 3 Pi;Idealism;Deluxe;1176D;"4096, -1680";"4112, -1664";"4112, -1696";"4080, -1696";"4080, -1664";4096.0000;-1680.0000;64
775;District 3 Pi;Idealism;Deluxe;1145D;"4464, 1312";"4480, 1296";"4480, 1328";"4448, 1328";"4448, 1296";4464.0000;1312.0000;57
776;District 3 Pi;Idealism;Deluxe;1225D;"4464, -1312";"4480, -1296";"4480, -1328";"4448, -1328";"4448, -1296";4464.0000;-1312.0000;77
777;District 3 Pi;Idealism;Deluxe;1146D;"4464, 1344";"4480, 1328";"4480, 1360";"4448, 1360";"4448, 1328";4464.0000;1344.0000;57
778;District 3 Pi;Idealism;Deluxe;1226D;"4464, -1344";"4480, -1328";"4480, -1360";"4448, -1360";"4448, -1328";4464.0000;-1344.0000;77
779;District 3 Pi;Idealism;Deluxe;1213D;"4464, 16";"4480, 32";"4480, 0";"4448, 0";"4448, 32";4464.0000;16.0000;74
780;District 3 Pi;Idealism;Deluxe;1214D;"4464, -16";"4480, 0";"4480, -32";"4448, -32";"4448, 0";4464.0000;-16.0000;74
781;District 3 Pi;Idealism;Deluxe;1147D;"4496, 1312";"4512, 1296";"4512, 1328";"4480, 1328";"4480, 1296";4496.0000;1312.0000;57
782;District 3 Pi;Idealism;Deluxe;1227D;"4496, -1312";"4512, -1296";"4512, -1328";"4480, -1328";"4480, -1296";4496.0000;-1312.0000;77
783;District 3 Pi;Idealism;Deluxe;1148D;"4496, 1344";"4512, 1328";"4512, 1360";"4480, 1360";"4480, 1328";4496.0000;1344.0000;57
784;District 3 Pi;Idealism;Deluxe;1228D;"4496, -1344";"4512, -1328";"4512, -1360";"4480, -1360";"4480, -1328";4496.0000;-1344.0000;77
785;District 3 Pi;Idealism;Deluxe;1215D;"4496, 16";"4512, 32";"4512, 0";"4480, 0";"4480, 32";4496.0000;16.0000;74
786;District 3 Pi;Idealism;Deluxe;1216D;"4496, -16";"4512, 0";"4512, -32";"4480, -32";"4480, 0";4496.0000;-16.0000;74
787;District 3 Pi;Idealism;Deluxe;1141D;"4640, 1216";"4656, 1200";"4656, 1232";"4624, 1232";"4624, 1200";4640.0000;1216.0000;56
788;District 3 Pi;Idealism;Deluxe;1221D;"4640, -1216";"4656, -1200";"4656, -1232";"4624, -1232";"4624, -1200";4640.0000;-1216.0000;76
789;District 3 Pi;Idealism;Deluxe;1142D;"4640, 1248";"4656, 1232";"4656, 1264";"4624, 1264";"4624, 1232";4640.0000;1248.0000;56
790;District 3 Pi;Idealism;Deluxe;1222D;"4640, -1248";"4656, -1232";"4656, -1264";"4624, -1264";"4624, -1232";4640.0000;-1248.0000;76
791;District 3 Pi;Idealism;Deluxe;1143D;"4672, 1216";"4688, 1200";"4688, 1232";"4656, 1232";"4656, 1200";4672.0000;1216.0000;56
792;District 3 Pi;Idealism;Deluxe;1223D;"4672, -1216";"4688, -1200";"4688, -1232";"4656, -1232";"4656, -1200";4672.0000;-1216.0000;76
793;District 3 Pi;Idealism;Deluxe;1144D;"4672, 1248";"4688, 1232";"4688, 1264";"4656, 1264";"4656, 1232";4672.0000;1248.0000;56
794;District 3 Pi;Idealism;Deluxe;1224D;"4672, -1248";"4688, -1232";"4688, -1264";"4656, -1264";"4656, -1232";4672.0000;-1248.0000;76
795;District 3 Pi;Idealism;Deluxe;1199D;"4944, 848";"4928, 832";"4928, 864";"4960, 864";"4960, 832";4944.0000;848.0000;70
796;District 3 Pi;Idealism;Deluxe;1207D;"4944, -848";"4928, -832";"4928, -864";"4960, -864";"4960, -832";4944.0000;-848.0000;72
797;District 3 Pi;Idealism;Deluxe;1200D;"4944, 880";"4928, 864";"4928, 896";"4960, 896";"4960, 864";4944.0000;880.0000;70
798;District 3 Pi;Idealism;Deluxe;1208D;"4944, -880";"4928, -864";"4928, -896";"4960, -896";"4960, -864";4944.0000;-880.0000;72
799;District 3 Pi;Idealism;Deluxe;1197D;"4976, 848";"4960, 832";"4960, 864";"4992, 864";"4992, 832";4976.0000;848.0000;70
800;District 3 Pi;Idealism;Deluxe;1205D;"4976, -848";"4960, -832";"4960, -864";"4992, -864";"4992, -832";4976.0000;-848.0000;72
801;District 3 Pi;Idealism;Deluxe;1198D;"4976, 880";"4960, 864";"4960, 896";"4992, 896";"4992, 864";4976.0000;880.0000;70
802;District 3 Pi;Idealism;Deluxe;1206D;"4976, -880";"4960, -864";"4960, -896";"4992, -896";"4992, -864";4976.0000;-880.0000;72
803;District 3 Pi;Idealism;Deluxe;1137D;"5168, 2512";"5184, 2496";"5184, 2528";"5152, 2528";"5152, 2496";5168.0000;2512.0000;55
804;District 3 Pi;Idealism;Deluxe;1217D;"5168, -2512";"5184, -2496";"5184, -2528";"5152, -2528";"5152, -2496";5168.0000;-2512.0000;75
805;District 3 Pi;Idealism;Deluxe;1138D;"5168, 2544";"5184, 2528";"5184, 2560";"5152, 2560";"5152, 2528";5168.0000;2544.0000;55
806;District 3 Pi;Idealism;Deluxe;1218D;"5168, -2544";"5184, -2528";"5184, -2560";"5152, -2560";"5152, -2528";5168.0000;-2544.0000;75
807;District 3 Pi;Idealism;Deluxe;1139D;"5200, 2512";"5216, 2496";"5216, 2528";"5184, 2528";"5184, 2496";5200.0000;2512.0000;55
808;District 3 Pi;Idealism;Deluxe;1219D;"5200, -2512";"5216, -2496";"5216, -2528";"5184, -2528";"5184, -2496";5200.0000;-2512.0000;75
809;District 3 Pi;Idealism;Deluxe;1140D;"5200, 2544";"5216, 2528";"5216, 2560";"5184, 2560";"5184, 2528";5200.0000;2544.0000;55
810;District 3 Pi;Idealism;Deluxe;1220D;"5200, -2544";"5216, -2528";"5216, -2560";"5184, -2560";"5184, -2528";5200.0000;-2544.0000;75
811;District 3 Pi;Idealism;Deluxe;1193D;"6224, 848";"6240, 832";"6240, 864";"6208, 864";"6208, 832";6224.0000;848.0000;69
812;District 3 Pi;Idealism;Deluxe;1201D;"6224, -848";"6240, -832";"6240, -864";"6208, -864";"6208, -832";6224.0000;-848.0000;71
813;District 3 Pi;Idealism;Deluxe;1194D;"6224, 880";"6240, 864";"6240, 896";"6208, 896";"6208, 864";6224.0000;880.0000;69
814;District 3 Pi;Idealism;Deluxe;1202D;"6224, -880";"6240, -864";"6240, -896";"6208, -896";"6208, -864";6224.0000;-880.0000;71
815;District 3 Pi;Idealism;Deluxe;1195D;"6256, 848";"6272, 832";"6272, 864";"6240, 864";"6240, 832";6256.0000;848.0000;69
816;District 3 Pi;Idealism;Deluxe;1203D;"6256, -848";"6272, -832";"6272, -864";"6240, -864";"6240, -832";6256.0000;-848.0000;71
817;District 3 Pi;Idealism;Deluxe;1196D;"6256, 880";"6272, 864";"6272, 896";"6240, 896";"6240, 864";6256.0000;880.0000;69
818;District 3 Pi;Idealism;Deluxe;1204D;"6256, -880";"6272, -864";"6272, -896";"6240, -896";"6240, -864";6256.0000;-880.0000;71
819;District 3 Pi;Idealism;Deluxe;1179D;"6528, 1176";"6512, 1160";"6512, 1192";"6544, 1192";"6544, 1160";6528.0000;1176.0000;65
820;District 3 Pi;Idealism;Deluxe;1231D;"6528, -1176";"6512, -1160";"6512, -1192";"6544, -1192";"6544, -1160";6528.0000;-1176.0000;78
821;District 3 Pi;Idealism;Deluxe;1180D;"6528, 1208";"6512, 1192";"6512, 1224";"6544, 1224";"6544, 1192";6528.0000;1208.0000;65
822;District 3 Pi;Idealism;Deluxe;1232D;"6528, -1208";"6512, -1192";"6512, -1224";"6544, -1224";"6544, -1192";6528.0000;-1208.0000;78
823;District 3 Pi;Idealism;Deluxe;1177D;"6560, 1176";"6544, 1160";"6544, 1192";"6576, 1192";"6576, 1160";6560.0000;1176.0000;65
824;District 3 Pi;Idealism;Deluxe;1229D;"6560, -1176";"6544, -1160";"6544, -1192";"6576, -1192";"6576, -1160";6560.0000;-1176.0000;78
825;District 3 Pi;Idealism;Deluxe;1178D;"6560, 1208";"6544, 1192";"6544, 1224";"6576, 1224";"6576, 1192";6560.0000;1208.0000;65
826;District 3 Pi;Idealism;Deluxe;1230D;"6560, -1208";"6544, -1192";"6544, -1224";"6576, -1224";"6576, -1192";6560.0000;-1208.0000;78
827;District 3 Pi;Idealism;Deluxe;1183D;"6704, 1312";"6688, 1296";"6688, 1328";"6720, 1328";"6720, 1296";6704.0000;1312.0000;66
828;District 3 Pi;Idealism;Deluxe;1235D;"6704, -1312";"6688, -1296";"6688, -1328";"6720, -1328";"6720, -1296";6704.0000;-1312.0000;79
829;District 3 Pi;Idealism;Deluxe;1184D;"6704, 1344";"6688, 1328";"6688, 1360";"6720, 1360";"6720, 1328";6704.0000;1344.0000;66
830;District 3 Pi;Idealism;Deluxe;1236D;"6704, -1344";"6688, -1328";"6688, -1360";"6720, -1360";"6720, -1328";6704.0000;-1344.0000;79
831;District 3 Pi;Idealism;Deluxe;1211D;"6704, 16";"6688, 32";"6688, 0";"6720, 0";"6720, 32";6704.0000;16.0000;73
832;District 3 Pi;Idealism;Deluxe;1212D;"6704, -16";"6688, 0";"6688, -32";"6720, -32";"6720, 0";6704.0000;-16.0000;73
833;District 3 Pi;Idealism;Deluxe;1181D;"6736, 1312";"6720, 1296";"6720, 1328";"6752, 1328";"6752, 1296";6736.0000;1312.0000;66
834;District 3 Pi;Idealism;Deluxe;1233D;"6736, -1312";"6720, -1296";"6720, -1328";"6752, -1328";"6752, -1296";6736.0000;-1312.0000;79
835;District 3 Pi;Idealism;Deluxe;1182D;"6736, 1344";"6720, 1328";"6720, 1360";"6752, 1360";"6752, 1328";6736.0000;1344.0000;66
836;District 3 Pi;Idealism;Deluxe;1234D;"6736, -1344";"6720, -1328";"6720, -1360";"6752, -1360";"6752, -1328";6736.0000;-1344.0000;79
837;District 3 Pi;Idealism;Deluxe;1209D;"6736, 16";"6720, 32";"6720, 0";"6752, 0";"6752, 32";6736.0000;16.0000;73
838;District 3 Pi;Idealism;Deluxe;1210D;"6736, -16";"6720, 0";"6720, -32";"6752, -32";"6752, 0";6736.0000;-16.0000;73
1073;District 4 Delta;Romance;Deluxe;1274D;"1744, 3616";"1760, 3632";"1760, 3600";"1728, 3600";"1728, 3632";1744.0000;3616.0000;89
1074;District 4 Delta;Romance;Deluxe;1273D;"1744, 3648";"1760, 3664";"1760, 3632";"1728, 3632";"1728, 3664";1744.0000;3648.0000;89
1075;District 4 Delta;Romance;Deluxe;1330D;"1744, 4944";"1760, 4960";"1760, 4928";"1728, 4928";"1728, 4960";1744.0000;4944.0000;103
1076;District 4 Delta;Romance;Deluxe;1329D;"1744, 4976";"1760, 4992";"1760, 4960";"1728, 4960";"1728, 4992";1744.0000;4976.0000;103
1077;District 4 Delta;Romance;Deluxe;1293D;"1744, 6272";"1760, 6256";"1760, 6288";"1728, 6288";"1728, 6256";1744.0000;6272.0000;94
1078;District 4 Delta;Romance;Deluxe;1294D;"1744, 6304";"1760, 6288";"1760, 6320";"1728, 6320";"1728, 6288";1744.0000;6304.0000;94
1079;District 4 Delta;Romance;Deluxe;1276D;"1776, 3616";"1792, 3632";"1792, 3600";"1760, 3600";"1760, 3632";1776.0000;3616.0000;89
1080;District 4 Delta;Romance;Deluxe;1275D;"1776, 3648";"1792, 3664";"1792, 3632";"1760, 3632";"1760, 3664";1776.0000;3648.0000;89
1081;District 4 Delta;Romance;Deluxe;1332D;"1776, 4944";"1792, 4960";"1792, 4928";"1760, 4928";"1760, 4960";1776.0000;4944.0000;103
1082;District 4 Delta;Romance;Deluxe;1331D;"1776, 4976";"1792, 4992";"1792, 4960";"1760, 4960";"1760, 4992";1776.0000;4976.0000;103
1083;District 4 Delta;Romance;Deluxe;1295D;"1776, 6272";"1792, 6256";"1792, 6288";"1760, 6288";"1760, 6256";1776.0000;6272.0000;94
1084;District 4 Delta;Romance;Deluxe;1296D;"1776, 6304";"1792, 6288";"1792, 6320";"1760, 6320";"1760, 6288";1776.0000;6304.0000;94
1085;District 4 Delta;Romance;Deluxe;1270D;"1920, 3712";"1936, 3728";"1936, 3696";"1904, 3696";"1904, 3728";1920.0000;3712.0000;88
1086;District 4 Delta;Romance;Deluxe;1269D;"1920, 3744";"1936, 3760";"1936, 3728";"1904, 3728";"1904, 3760";1920.0000;3744.0000;88
1087;District 4 Delta;Romance;Deluxe;1272D;"1952, 3712";"1968, 3728";"1968, 3696";"1936, 3696";"1936, 3728";1952.0000;3712.0000;88
1088;District 4 Delta;Romance;Deluxe;1271D;"1952, 3744";"1968, 3760";"1968, 3728";"1936, 3728";"1936, 3760";1952.0000;3744.0000;88
1089;District 4 Delta;Romance;Deluxe;1316D;"2224, 4080";"2208, 4096";"2208, 4064";"2240, 4064";"2240, 4096";2224.0000;4080.0000;99
1090;District 4 Delta;Romance;Deluxe;1315D;"2224, 4112";"2208, 4128";"2208, 4096";"2240, 4096";"2240, 4128";2224.0000;4112.0000;99
1091;District 4 Delta;Romance;Deluxe;1307D;"2224, 5808";"2208, 5792";"2208, 5824";"2240, 5824";"2240, 5792";2224.0000;5808.0000;97
1092;District 4 Delta;Romance;Deluxe;1308D;"2224, 5840";"2208, 5824";"2208, 5856";"2240, 5856";"2240, 5824";2224.0000;5840.0000;97
1093;District 4 Delta;Romance;Deluxe;1314D;"2256, 4080";"2240, 4096";"2240, 4064";"2272, 4064";"2272, 4096";2256.0000;4080.0000;99
1094;District 4 Delta;Romance;Deluxe;1313D;"2256, 4112";"2240, 4128";"2240, 4096";"2272, 4096";"2272, 4128";2256.0000;4112.0000;99
1095;District 4 Delta;Romance;Deluxe;1305D;"2256, 5808";"2240, 5792";"2240, 5824";"2272, 5824";"2272, 5792";2256.0000;5808.0000;97
1096;District 4 Delta;Romance;Deluxe;1306D;"2256, 5840";"2240, 5824";"2240, 5856";"2272, 5856";"2272, 5824";2256.0000;5840.0000;97
